0.000000000000000000e+00,3.127833333333333243e+00,1.590249999999999053e+00,2.290999999999999481e+00,4.000000000000000000e+00,8.497500000000008935e-01,1.330500000000000682e+00,3.729083333333333528e+00,2.178749999999999076e+00,1.732416666666666716e+00,2.259500000000000064e+00,1.361499999999999488e+00,2.359750000000000014e+00,1.979416666666667046e+00,2.031499999999999861e+00,2.085166666666666835e+00,4.000000000000000000e+00,2.170083333333333364e+00,2.619583333333332931e+00,2.375416666666666288e+00,3.085499999999999687e+00,2.094666666666666899e+00,2.287666666666666515e+00,3.075416666666666909e+00,1.394583333333332842e+00,3.472666666666666568e+00,1.972249999999999837e+00,4.098333333333330497e-01,3.084000000000000075e+00,1.239083333333333981e+00,1.682166666666666588e+00,3.069500000000000117e+00
3.127833333333333243e+00,0.000000000000000000e+00,1.624999999999999778e+00,1.069666666666666544e+00,2.000000000000000000e+00,2.424999999999999822e+00,2.330999999999999517e+00,1.359333333333333282e+00,4.676750000000000185e+00,3.975000000000000089e+00,1.067166666666666375e+00,3.675166666666666693e+00,2.030499999999999972e+00,4.393666666666666387e+00,2.039666666666667183e+00,4.384416666666666629e+00,2.000000000000000000e+00,1.032333333333333991e+00,3.267749999999999932e+00,1.896416666666666417e+00,3.000000000000000000e+00,2.039166666666666572e+00,3.006916666666666682e+00,2.163833333333333275e+00,2.398000000000000131e+00,1.070583333333333220e+00,3.477999999999999758e+00,3.034666666666666401e+00,2.004416666666666735e+00,4.010416666666666075e+00,3.998916666666666675e+00,3.000000000000000000e+00
1.590249999999999053e+00,1.624999999999999778e+00,0.000000000000000000e+00,7.007499999999999840e-01,3.000000000000000000e+00,1.271916666666666362e+00,1.385249999999999870e+00,2.232583333333333364e+00,3.193083333333333940e+00,2.453916666666666746e+00,6.692499999999994564e-01,2.136416666666666409e+00,1.683250000000000135e+00,2.954833333333333645e+00,1.062749999999999861e+00,2.960083333333333400e+00,3.000000000000000000e+00,1.427249999999999464e+00,2.476416666666666710e+00,7.851666666666667904e-01,2.001916666666666789e+00,1.013083333333332892e+00,2.082916666666666750e+00,2.571916666666666629e+00,1.246250000000000080e+00,2.466333333333333044e+00,2.354416666666666380e+00,1.776166666666666671e+00,2.412499999999999645e+00,2.456166666666666831e+00,2.426416666666667332e+00,2.017916666666666359e+00
2.290999999999999481e+00,1.069666666666666544e+00,7.007499999999999840e-01,0.000000000000000000e+00,3.000000000000000000e+00,1.537666666666667403e+00,1.455999999999999739e+00,2.424500000000000099e+00,3.806500000000000217e+00,3.104916666666666991e+00,1.299999999999996714e-01,2.761999999999999567e+00,1.086666666666666892e+00,3.568249999999999922e+00,1.106416666666666382e+00,3.547249999999999570e+00,3.000000000000000000e+00,9.093333333333328827e-01,2.479083333333333528e+00,1.228916666666666435e+00,2.008000000000000007e+00,1.044583333333333641e+00,2.051416666666666444e+00,3.229000000000000092e+00,1.480833333333333446e+00,2.005416666666667069e+00,2.718333333333333712e+00,2.476916666666666877e+00,3.069583333333333108e+00,3.072583333333333222e+00,3.077416666666667133e+00,2.024000000000000021e+00
4.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
8.497500000000008935e-01,2.424999999999999822e+00,1.271916666666666362e+00,1.537666666666667403e+00,4.000000000000000000e+00,0.000000000000000000e+00,5.054166666666657370e-01,3.052666666666666639e+00,2.922999999999999599e+00,2.219916666666666316e+00,1.489166666666666750e+00,2.023416666666666419e+00,1.672166666666667245e+00,2.407499999999999751e+00,2.062916666666666732e+00,2.200416666666666465e+00,4.000000000000000000e+00,1.594666666666666011e+00,1.990749999999999797e+00,1.795250000000000457e+00,3.044000000000000039e+00,2.105083333333332973e+00,2.285333333333332995e+00,3.339916666666666423e+00,6.143333333333325097e-01,3.420250000000000234e+00,1.340833333333333099e+00,1.073250000000000037e+00,3.499333333333333407e+00,1.770666666666666833e+00,2.217499999999999805e+00,3.028000000000000025e+00
1.330500000000000682e+00,2.330999999999999517e+00,1.385249999999999870e+00,1.455999999999999739e+00,4.000000000000000000e+00,5.054166666666657370e-01,0.000000000000000000e+00,3.044833333333333503e+00,3.403750000000000497e+00,2.721833333333333549e+00,1.400499999999999856e+00,2.293000000000000593e+00,1.982583333333333142e+00,2.905916666666667147e+00,2.058250000000000135e+00,2.647166666666666668e+00,4.000000000000000000e+00,1.892749999999999710e+00,2.297666666666666302e+00,1.901583333333333403e+00,3.056333333333333346e+00,2.120916666666666117e+00,2.693249999999999922e+00,3.052166666666666472e+00,2.640833333333323374e-01,3.385083333333333222e+00,1.846249999999999947e+00,1.554000000000000270e+00,3.107250000000000512e+00,2.269083333333333563e+00,2.719416666666666593e+00,3.040333333333333332e+00
3.729083333333333528e+00,1.359333333333333282e+00,2.232583333333333364e+00,2.424500000000000099e+00,1.000000000000000000e+00,3.052666666666666639e+00,3.044833333333333503e+00,0.000000000000000000e+00,4.853333333333333499e+00,2.615666666666666806e+00,2.345916666666666650e+00,3.290333333333333332e+00,3.378499999999999837e+00,4.441000000000000725e+00,1.902833333333333377e+00,3.025083333333332902e+00,1.000000000000000000e+00,2.367666666666666586e+00,2.091583333333333350e+00,2.147749999999999826e+00,2.000000000000000000e+00,1.902333333333333210e+00,2.856250000000000178e+00,8.044999999999999929e-01,3.016916666666666913e+00,4.299166666666667247e-01,4.107833333333333670e+00,3.637416666666666742e+00,6.450833333333334529e-01,3.124000000000000554e+00,2.639583333333333393e+00,2.000000000000000000e+00
2.178749999999999076e+00,4.676750000000000185e+00,3.193083333333333940e+00,3.806500000000000217e+00,5.000000000000000000e+00,2.922999999999999599e+00,3.403750000000000497e+00,4.853333333333333499e+00,0.000000000000000000e+00,2.782999999999999474e+00,3.768666666666666387e+00,2.311916666666665954e+00,2.934499999999999886e+00,1.824499999999999567e+00,3.077250000000000263e+00,2.066666666666667318e+00,5.000000000000000000e+00,4.059666666666665868e+00,2.860250000000000181e+00,3.742083333333332984e+00,4.077083333333333393e+00,3.117166666666666419e+00,2.289750000000000618e+00,4.503083333333333549e+00,3.483750000000000124e+00,4.423416666666666330e+00,2.221916666666666096e+00,2.510416666666666519e+00,4.662499999999999645e+00,3.183750000000000746e+00,2.785416666666667318e+00,4.065999999999999837e+00
1.732416666666666716e+00,3.975000000000000089e+00,2.453916666666666746e+00,3.104916666666666991e+00,3.000000000000000000e+00,2.219916666666666316e+00,2.721833333333333549e+00,2.615666666666666806e+00,2.782999999999999474e+00,0.000000000000000000e+00,3.028500000000000192e+00,1.425500000000000211e+00,2.576583333333332781e+00,2.065916666666666401e+00,2.645499999999999741e+00,1.651916666666666700e+00,3.000000000000000000e+00,3.386166666666666991e+00,8.968333333333331492e-01,2.674999999999999822e+00,2.072750000000000092e+00,2.581833333333333869e+00,2.094250000000000611e+00,2.188833333333333186e+00,2.669166666666666465e+00,3.045583333333333531e+00,2.627083333333333215e+00,1.882249999999999979e+00,2.029416666666667091e+00,1.519916666666666583e+00,1.004166666666659324e-01,2.088750000000000107e+00
